Initial Sentence,Sentence with Typos,Corrected Sentence,Mistake Probability,WER,CER,Levenshtein Weight,Language Model Weight
we can therefore see   thanks to this debate   a picture of the europe which i believe in   one which is not merely a supermarket   but which is also a place of humanism .,wd can therefore see   thanks yo this hebate   a picturn of tbe europe rpicu i bjlieve in   one whicj is npc merguy a iupqrmxrkeh   but wkicu is algo a placa lu humvnqsm I,, . beat bale banned ' said mean , activities him make ken war . seoul he don rate at not either , reserve fear rick $ . . hay fat sand ,,0.18,0.9696969696969697,0.6993865030674846,1.0,0.0
but we must also hold up the mirror to ourselves and recognise our own inadequacies .,fut we vust alvo hold up the hprror to osqselves ano rycsgniee our own inaaequmcies .,meet by veto ear so a . how pm banned s goes gates he reserved .,0.18,0.9375,0.7294117647058823,1.0,0.0
the european union has condemned the use of anti-personnel landmines and we are supporting de-mining operations through an international ngo .,the european union haf bondenned the xse of anti-personnea landtinxs and we are supporting de-honinx operations tjrougq an iwtmrrassonap ngo .,few snow to in mad note s sun during paying had gets ore explore beer breathing can wind deal . .,0.18,0.9523809523809523,0.6690140845070423,0.9,0.1
it is true   commissioner   that the commission is not a machine for manufacturing legal certainty .,it is wrue   commissrowen   that fhe commnssivm is zrv a machuno for nanifacturing leeal omrtminty .,, wet real asking me s longer into ms . hearing on hearing bad spending .,0.18,0.9375,0.6666666666666666,0.9,0.1
how could you completely ignore a common - i repeat ; common - policy with such an economic   social and regional impact   and which therefore affects the economic and social cohesion of europe ?,hom cosld you completely fgnwre a comaon - i rdbeat ; commof - qolilj with sush an bconomic   social afd regiotal imnact   anl whicx xyerefore affects the economic and docial cofesiln of europe ?,raw fold , later set , training , , hard an snakes . qualities crush sets . biology a cane saying exporter mills shear fibres report on say aside ill rain , drive ?,0.18,0.9705882352941176,0.6963350785340314,0.9,0.1
we can therefore see   thanks to this debate   a picture of the europe which i believe in   one which is not merely a supermarket   but which is also a place of humanism .,wd can therefore see   thanks yo this hebate   a picturn of tbe europe rpicu i bjlieve in   one whicj is npc merguy a iupqrmxrkeh   but wkicu is algo a placa lu humvnqsm I,thin lives $ ben asks firm has had , nature the wet give you . line sir gone san gay younger , , prevented is grazing win isn . parts cold port .,0.18,0.9696969696969697,0.6748466257668712,0.9,0.1
but we must also hold up the mirror to ourselves and recognise our own inadequacies .,fut we vust alvo hold up the hprror to osqselves ano rycsgniee our own inaaequmcies .,net in may of solid ones says river o delivered bans came as now horse .,0.18,0.9375,0.6941176470588235,0.9,0.1
the european union has condemned the use of anti-personnel landmines and we are supporting de-mining operations through an international ngo .,the european union haf bondenned the xse of anti-personnea landtinxs and we are supporting de-honinx operations tjrougq an iwtmrrassonap ngo .,net side zoo way coast dog me in infant ben say use jan arm tended legislation ground band circulation gm .,0.18,0.9523809523809523,0.6338028169014085,0.8,0.2
it is true   commissioner   that the commission is not a machine for manufacturing legal certainty .,it is wrue   commissrowen   that fhe commnssivm is zrv a machuno for nanifacturing leeal omrtminty .,soft . harvey inspections wine desk fires fold be $ rush , farms ben came .,0.18,0.9375,0.7395833333333334,0.8,0.2
how could you completely ignore a common - i repeat ; common - policy with such an economic   social and regional impact   and which therefore affects the economic and social cohesion of europe ?,hom cosld you completely fgnwre a comaon - i rdbeat ; commof - qolilj with sush an bconomic   social afd regiotal imnact   anl whicx xyerefore affects the economic and docial cofesiln of europe ?,me fee go awards future . if as . be . bone , line walls he , concerned foam any poles make bid to brody roberts wider country been is job as weren ?,0.18,0.9705882352941176,0.6963350785340314,0.8,0.2
we can therefore see   thanks to this debate   a picture of the europe which i believe in   one which is not merely a supermarket   but which is also a place of humanism .,wd can therefore see   thanks yo this hebate   a picturn of tbe europe rpicu i bjlieve in   one whicj is npc merguy a iupqrmxrkeh   but wkicu is algo a placa lu humvnqsm I,aid car mates fleet paying met main have , then , . ian making , ." $ had in . say firm , vice core better . markets . may , ian or,0.18,1.0,0.7239263803680982,0.8,0.2
but we must also hold up the mirror to ourselves and recognise our own inadequacies .,fut we vust alvo hold up the hprror to osqselves ano rycsgniee our own inaaequmcies .,fears led set dead won to feet actor . prepared tuna form her at goes .,0.18,0.9375,0.7176470588235294,0.8,0.2
the european union has condemned the use of anti-personnel landmines and we are supporting de-mining operations through an international ngo .,the european union haf bondenned the xse of anti-personnea landtinxs and we are supporting de-honinx operations tjrougq an iwtmrrassonap ngo .,as pole seek left affected help . o game main pay s have exposed high creating night a innovation , .,0.18,0.9523809523809523,0.6549295774647887,0.7,0.3
it is true   commissioner   that the commission is not a machine for manufacturing legal certainty .,it is wrue   commissrowen   that fhe commnssivm is zrv a machuno for nanifacturing leeal omrtminty .,if , . content wet time commissioner way as , rivers shows measuring dog reef .,0.18,0.9375,0.59375,0.7,0.3
how could you completely ignore a common - i repeat ; common - policy with such an economic   social and regional impact   and which therefore affects the economic and social cohesion of europe ?,hom cosld you completely fgnwre a comaon - i rdbeat ; commof - qolilj with sush an bconomic   social afd regiotal imnact   anl whicx xyerefore affects the economic and docial cofesiln of europe ?,pool sales as prove she it knew , , should . ord , s ill feel bio could one . original . . bigger variety focused . economy an asia wake it mike ?,0.18,0.9705882352941176,0.680628272251309,0.7,0.3
we can therefore see   thanks to this debate   a picture of the europe which i believe in   one which is not merely a supermarket   but which is also a place of humanism .,wd can therefore see   thanks yo this hebate   a picturn of tbe europe rpicu i bjlieve in   one whicj is npc merguy a iupqrmxrkeh   but wkicu is algo a placa lu humvnqsm I,has iron names fuels sales those in gone , meet pm awb oil mark . haven , one bee or host pear veg brain he man , say . has . day .,0.18,0.9393939393939394,0.6932515337423313,0.7,0.3
but we must also hold up the mirror to ourselves and recognise our own inadequacies .,fut we vust alvo hold up the hprror to osqselves ano rycsgniee our own inaaequmcies .,now pot face , are , days said ms cope . mixed one tone central .,0.18,0.9375,0.7647058823529411,0.7,0.3
the european union has condemned the use of anti-personnel landmines and we are supporting de-mining operations through an international ngo .,the european union haf bondenned the xse of anti-personnea landtinxs and we are supporting de-honinx operations tjrougq an iwtmrrassonap ngo .,doug by role off pleased one , by decent buying ban . a supplied trade operator although . commission co2 .,0.18,0.9523809523809523,0.6408450704225352,0.6,0.4
it is true   commissioner   that the commission is not a machine for manufacturing legal certainty .,it is wrue   commissrowen   that fhe commnssivm is zrv a machuno for nanifacturing leeal omrtminty .,man hit lives tested year here moving for will . cannot on trade none counter .,0.18,0.9375,0.7291666666666666,0.6,0.4
how could you completely ignore a common - i repeat ; common - policy with such an economic   social and regional impact   and which therefore affects the economic and social cohesion of europe ?,hom cosld you completely fgnwre a comaon - i rdbeat ; commof - qolilj with sush an bconomic   social afd regiotal imnact   anl whicx xyerefore affects the economic and docial cofesiln of europe ?,, bill . line rings farm ago end , dead , o , ways sale . east begin with he i reproduce be wales past south has had laid dying dates leg ' ?,0.18,0.9705882352941176,0.7329842931937173,0.6,0.4
we can therefore see   thanks to this debate   a picture of the europe which i believe in   one which is not merely a supermarket   but which is also a place of humanism .,wd can therefore see   thanks yo this hebate   a picturn of tbe europe rpicu i bjlieve in   one whicj is npc merguy a iupqrmxrkeh   but wkicu is algo a placa lu humvnqsm I,. a ten cents pm seed bars been . fire . awb see fall o create or be ground o flow donges , exported my . sa man . may care harvey late,0.18,1.0,0.7300613496932515,0.6,0.4
but we must also hold up the mirror to ourselves and recognise our own inadequacies .,fut we vust alvo hold up the hprror to osqselves ano rycsgniee our own inaaequmcies .,trees sea mary red hold would ' as now sells brandy one oh bee producers .,0.18,0.875,0.6470588235294118,0.6,0.4
